"Verb"|"Root"|"VerbOld"|"RootOld"|"Form"|"Frequency"|"Translation"|"Nederlands"|"Turks"|"NL"|"TR"
"تَنۢبُتُ"|"ن ب ت"|"تَنۢبُتُ"|"ن ب ت"|"I"|"1"|"to produce"|"produceren"|"üretmek"|"NL"|"TR"
"أَنۢبَتَ"|"ن ب ت"|"أَنۢبَتَ"|"ن ب ت"|"IV"|"16"|"to make grow"|"maken groeien"|"büyüme yapmak"|"NL"|"TR"
"نَبَذَ"|"ن ب ذ"|"نَبَذَ"|"ن ب ذ"|"I"|"10"|"to throw, to cast"|"gooien, werpen"|"atmak, atmak"|"NL"|"TR"
"ٱنتَبَذَتْ"|"ن ب ذ"|"ٱنتَبَذَتْ"|"ن ب ذ"|"VIII"|"2"|"to withdraw"|"zich terug te trekken"|"çekilmek"|"NL"|"TR"
"تَنَابَزُ"|"ن ب ز"|"تَنَابَزُ"|"ن ب ز"|"VI"|"1"|"to call"|"roepen"|"çağırmak"|"NL"|"TR"
"يَسْتَنۢبِطُ"|"ن ب ط"|"يَسْتَنۢبِطُ"|"ن ب ط"|"X"|"1"|"to draw correct conclusion"|"om de juiste conclusie te trekken"|"Doğru sonuca varmak"|"NL"|"TR"
"نَتَقْ"|"ن ت ق"|"نَتَقْ"|"ن ت ق"|"I"|"1"|"to raise"|"verhogen"|"yükseltmek"|"NL"|"TR"
"ٱنتَثَرَتْ"|"ن ث ر"|"ٱنتَثَرَتْ"|"ن ث ر"|"VIII"|"1"|"to scatter"|"verstrooien"|"saçmak"|"NL"|"TR"
"نَجَا"|"ن ج و"|"نَجَا"|"ن ج و"|"I"|"2"|"to save, to escape"|"beschermen, ontsnappen"|"korumak, kaçmak"|"NL"|"TR"
"نَجَّىٰ"|"ن ج و"|"نَجَّىٰ"|"ن ج و"|"II"|"37"|"to save, to deliver"|"beschermen, leveren"|"korumak, sunmak"|"NL"|"TR"
"نَٰجَيْ"|"ن ج و"|"نَٰجَيْ"|"ن ج و"|"III"|"1"|"to consult privately"|"prive raadplegen"|"özel danışmak"|"NL"|"TR"
"أَنجَىٰ"|"ن ج و"|"أَنجَىٰ"|"ن ج و"|"IV"|"23"|"to save"|"beschermen"|"korumak"|"NL"|"TR"
"تَنَٰجَيْ"|"ن ج و"|"تَنَٰجَيْ"|"ن ج و"|"VI"|"4"|"to hold secret counsel"|"een geheime raad houden"|"gizli avukat tutmak"|"NL"|"TR"
"يَنْحِتُ"|"ن ح ت"|"يَنْحِتُ"|"ن ح ت"|"I"|"4"|"to carve"|"snijden"|"bölmek"|"NL"|"TR"
"ٱنْحَرْ"|"ن ح ر"|"ٱنْحَرْ"|"ن ح ر"|"I"|"1"|"to sacrifice"|"opofferen"|"kurban etmek"|"NL"|"TR"
"تَنَادَ"|"ن د و"|"تَنَادَ"|"ن د و"|"I"|"1"|"to call"|"roepen"|"çağırmak"|"NL"|"TR"
"نَادَىٰ"|"ن د و"|"نَادَىٰ"|"ن د و"|"III"|"44"|"to call"|"roepen"|"çağırmak"|"NL"|"TR"
"نَذَرْ"|"ن ذ ر"|"نَذَرْ"|"ن ذ ر"|"I"|"4"|"to vow, to worn"|"beloven, versleten"|"yemin etmek, yıpranmış"|"NL"|"TR"
"أَنذَرَ"|"ن ذ ر"|"أَنذَرَ"|"ن ذ ر"|"IV"|"44"|"to warn"|"waarschuwen"|"uyarmak"|"NL"|"TR"
"نَزَعَ"|"ن ز ع"|"نَزَعَ"|"ن ز ع"|"I"|"10"|"to take way, to remove, to withdraw"|"weghalen, verwijderen, zich terugtrekken"|"götürmek, çıkarmak, kaldırmak"|"NL"|"TR"
"يُنَٰزِعُ"|"ن ز ع"|"يُنَٰزِعُ"|"ن ز ع"|"III"|"1"|"to dispute"|"betwisten"|"itiraz etmek"|"NL"|"TR"
"تَنَٰزَعُ"|"ن ز ع"|"تَنَٰزَعُ"|"ن ز ع"|"VI"|"7"|"to dispute, to disagree"|"betwisten, oneens zijn"|"itiraz etmek, katılmamak"|"NL"|"TR"
"نَّزَغَ"|"ن ز غ"|"نَّزَغَ"|"ن ز غ"|"I"|"4"|"to cause discord"|"tot onenigheid kan leiden"|"anlaşmazlığa neden olmak"|"NL"|"TR"
"يُنزَفُ"|"ن ز ف"|"يُنزَفُ"|"ن ز ف"|"IV"|"2"|"to be intoxicated"|"beneveld zijn"|"sarhoş olmak"|"NL"|"TR"
"نَزَلَ"|"ن ز ل"|"نَزَلَ"|"ن ز ل"|"I"|"6"|"to descend, to bring down"|"afdalen, naar beneden brengen"|"inmek, aşağıya getirmek"|"NL"|"TR"
"نَزَّلَ"|"ن ز ل"|"نَزَّلَ"|"ن ز ل"|"II"|"62"|"to send down, to reveal"|"naar beneden sturen, openbaren"|"aşağı göndermek, ortaya çıkarmak"|"NL"|"TR"
"أَنزَلَ"|"ن ز ل"|"أَنزَلَ"|"ن ز ل"|"IV"|"183"|"to send down, to reveal"|"naar beneden sturen, openbaren"|"aşağı göndermek, ortaya çıkarmak"|"NL"|"TR"
"تَنَزَّلَتْ"|"ن ز ل"|"تَنَزَّلَتْ"|"ن ز ل"|"V"|"7"|"to descend, to bring down"|"afdalen, naar beneden brengen"|"inmek, aşağı getirmek"|"NL"|"TR"
"يَنسَخُ"|"ن س خ"|"يَنسَخُ"|"ن س خ"|"I"|"2"|"to abolish, to abrogate"|"afschaffen, intrekken"|"ortadan kaldırmak, iptal etmek"|"NL"|"TR"
"نَسْتَنسِخُ"|"ن س خ"|"نَسْتَنسِخُ"|"ن س خ"|"X"|"1"|"to transcribe"|"transcriberen"|"uyarlamak"|"NL"|"TR"
"نُسِفَتْ"|"ن س ف"|"نُسِفَتْ"|"ن س ف"|"I"|"3"|"to scatter, to blow away, to blast"|"verstrooien, wegblazen, blazen"|"dağılmak, uçurmak, patlamak"|"NL"|"TR"
"يَنسِلُ"|"ن س ل"|"يَنسِلُ"|"ن س ل"|"I"|"2"|"to descend, to hasten"|"afdalen, verhaasten"|"inmek, hızlandırmak"|"NL"|"TR"
"نَسِىَ"|"ن س ي"|"نَسِىَ"|"ن س ي"|"I"|"35"|"to forget"|"vergeten"|"unutmak"|"NL"|"TR"
"أَنسَىٰ"|"ن س ي"|"أَنسَىٰ"|"ن س ي"|"IV"|"7"|"to make forget"|"laten vergeten"|"unuturmak"|"NL"|"TR"
"يُنَشَّؤُا۟"|"ن ش ا"|"يُنَشَّؤُا۟"|"ن ش ا"|"II"|"1"|"to bring up"|"groot brengen"|"yetiştirmek"|"NL"|"TR"
"أَنشَأَ"|"ن ش ا"|"أَنشَأَ"|"ن ش ا"|"IV"|"20"|"to produce, to raise"|"produceren, verhogen"|"üretmek, yükseltmek"|"NL"|"TR"
"نُشِرَتْ"|"ن ش ر"|"نُشِرَتْ"|"ن ش ر"|"I"|"3"|"to spread, to lay open"|"verspreiden, open voorleggen"|"yaymak, içini açmak"|"NL"|"TR"
"أَنشَرَ"|"ن ش ر"|"أَنشَرَ"|"ن ش ر"|"IV"|"3"|"to raise, to revive, to resurrect"|"verhogen, te doen herleven, te doen herleven"|"yükseltmek, canlandırmak, diriltmeyek"|"NL"|"TR"
"تَنتَشِرُ"|"ن ش ر"|"تَنتَشِرُ"|"ن ش ر"|"VIII"|"3"|"to disperse"|"dispergeren"|"dağıtmak"|"NL"|"TR"
"ٱنشُزُ"|"ن ش ز"|"ٱنشُزُ"|"ن ش ز"|"I"|"2"|"to rise"|"stijgen"|"yükselmek"|"NL"|"TR"
"نُنشِزُ"|"ن ش ز"|"نُنشِزُ"|"ن ش ز"|"IV"|"1"|"to raise"|"verhogen"|"yükseltmek"|"NL"|"TR"
"نُصِبَتْ"|"ن ص ب"|"نُصِبَتْ"|"ن ص ب"|"I"|"2"|"to be fixed, to labour"|"vaststellen, arbeiden"|"sabit olmak, çalışmak"|"NL"|"TR"
"أَنصِتُ"|"ن ص ت"|"أَنصِتُ"|"ن ص ت"|"IV"|"2"|"to listen, to play attention"|"luisteren, om de aandacht af te spelen"|"dinlemek, dikkat oynamak"|"NL"|"TR"
"نَصَحُ"|"ن ص ح"|"نَصَحُ"|"ن ص ح"|"I"|"5"|"to advise"|"adviseren"|"tavsiye etmek"|"NL"|"TR"
"نَصَرَ"|"ن ص ر"|"نَصَرَ"|"ن ص ر"|"I"|"59"|"to help"|"helpen"|"yardım etmek"|"NL"|"TR"
"تَنَاصَرُ"|"ن ص ر"|"تَنَاصَرُ"|"ن ص ر"|"VI"|"1"|"to help"|"helpen"|"yardım etmek"|"NL"|"TR"
"ٱنتَصَرَ"|"ن ص ر"|"ٱنتَصَرَ"|"ن ص ر"|"VIII"|"7"|"to defend, to help"|"verdedigen, helpen"|"savunmak, yardım etmek"|"NL"|"TR"
"ٱسْتَنصَرَ"|"ن ص ر"|"ٱسْتَنصَرَ"|"ن ص ر"|"X"|"2"|"to seek help"|"hulp zoeken"|"yardım istemek"|"NL"|"TR"
"نَضِجَتْ"|"ن ض ج"|"نَضِجَتْ"|"ن ض ج"|"I"|"1"|"to roast"|"braden"|"kızartmak"|"NL"|"TR"
"يَنطِقُ"|"ن ط ق"|"يَنطِقُ"|"ن ط ق"|"I"|"9"|"to speak"|"spreken"|"konuşmak"|"NL"|"TR"
"أَنطَقَ"|"ن ط ق"|"أَنطَقَ"|"ن ط ق"|"IV"|"2"|"to make speak"|"laten spreken"|"konuşturmak"|"NL"|"TR"
"نَّظَرَ"|"ن ظ ر"|"نَّظَرَ"|"ن ظ ر"|"I"|"87"|"to look, to see"|"kijken, zien"|"bakmak, görmek"|"NL"|"TR"
"يُنظَرُ"|"ن ظ ر"|"يُنظَرُ"|"ن ظ ر"|"IV"|"12"|"to give respite"|"respijt geven"|"mühlet vermek"|"NL"|"TR"
"يَنتَظِرُ"|"ن ظ ر"|"يَنتَظِرُ"|"ن ظ ر"|"VIII"|"8"|"to wait"|"wachten"|"beklemek"|"NL"|"TR"
"يَنْعِقُ"|"ن ع ق"|"يَنْعِقُ"|"ن ع ق"|"I"|"1"|"to shout"|"schreeuwen"|"bağırmak"|"NL"|"TR"
"نِعْمَ"|"ن ع م"|"نِعْمَ"|"ن ع م"|"I"|"18"|"to be excellent"|"uitstekend zijn"|"mükemmel olmak"|"NL"|"TR"
"نَعَّمَ"|"ن ع م"|"نَعَّمَ"|"ن ع م"|"II"|"1"|"to favor"|"de voorkeur geven"|"kayırmak"|"NL"|"TR"
"أَنْعَمَ"|"ن ع م"|"أَنْعَمَ"|"ن ع م"|"IV"|"17"|"to bestow favor"|"gunst schenken"|"iyilik ihsan etmek"|"NL"|"TR"
"يُنْغِضُ"|"ن غ ض"|"يُنْغِضُ"|"ن غ ض"|"IV"|"1"|"to shake"|"schudden"|"sallamak"|"NL"|"TR"
"نَفَخَ"|"ن ف خ"|"نَفَخَ"|"ن ف خ"|"I"|"19"|"to blow, to breathe"|"opblazen, ademen"|"üflemek, nefes almak"|"NL"|"TR"
"نَفِدَ"|"ن ف د"|"نَفِدَ"|"ن ف د"|"I"|"4"|"to be exhausted"|"uitgeput zijn"|"bitkin olmak"|"NL"|"TR"
"تَنفُذُ"|"ن ف ذ"|"تَنفُذُ"|"ن ف ذ"|"I"|"3"|"to pass"|"slagen"|"geçmek"|"NL"|"TR"
"نَفَرَ"|"ن ف ر"|"نَفَرَ"|"ن ف ر"|"I"|"8"|"to go forth"|"uitgaan"|"ileri gitmek"|"NL"|"TR"
"تَنَفَّسَ"|"ن ف س"|"تَنَفَّسَ"|"ن ف س"|"V"|"1"|"to breathe"|"ademen"|"nefes almak"|"NL"|"TR"
"يَتَنَافَسِ"|"ن ف س"|"يَتَنَافَسِ"|"ن ف س"|"VI"|"1"|"to aspire"|"streven"|"arzulamak"|"NL"|"TR"
"نَفَشَتْ"|"ن ف ش"|"نَفَشَتْ"|"ن ف ش"|"I"|"1"|"to pasture"|"grazen"|"otlamak"|"NL"|"TR"
"نَفَعَ"|"ن ف ع"|"نَفَعَ"|"ن ف ع"|"I"|"31"|"to profit, to benifit"|"winst maken, benifit"|"kar yapmak, benifit"|"NL"|"TR"
"نَافَقُ"|"ن ف ق"|"نَافَقُ"|"ن ف ق"|"III"|"2"|"to be hypocritical"|"hypocriet zijn"|"iki yüzlü olmak"|"NL"|"TR"
"أَنفَقَ"|"ن ف ق"|"أَنفَقَ"|"ن ف ق"|"IV"|"68"|"to spend"|"spenderen"|"harcamak"|"NL"|"TR"
"يُنفَ"|"ن ف ي"|"يُنفَ"|"ن ف ي"|"I"|"1"|"to exile"|"verbannen"|"sürgüne göndermek"|"NL"|"TR"
"نَقَّبُ"|"ن ق ب"|"نَقَّبُ"|"ن ق ب"|"II"|"1"|"to explore"|"verkennen"|"keşfetmek"|"NL"|"TR"
"أَنقَذَ"|"ن ق ذ"|"أَنقَذَ"|"ن ق ذ"|"IV"|"4"|"to save"|"beschermen"|"korumak"|"NL"|"TR"
"يَسْتَنقِذُ"|"ن ق ذ"|"يَسْتَنقِذُ"|"ن ق ذ"|"X"|"1"|"to take back"|"terugnemen"|"geri almak"|"NL"|"TR"
"نُقِرَ"|"ن ق ر"|"نُقِرَ"|"ن ق ر"|"I"|"1"|"to blow"|"blazen"|"üflemek"|"NL"|"TR"
"يُنقَصُ"|"ن ق ص"|"يُنقَصُ"|"ن ق ص"|"I"|"7"|"to decrease, to reduce, to lessen"|"afnemen, verminderen, verminderen"|"azaltmak, azaltmak, azaltmak"|"NL"|"TR"
"نَقَضَتْ"|"ن ق ض"|"نَقَضَتْ"|"ن ق ض"|"I"|"6"|"to break"|"breken"|"kırmak"|"NL"|"TR"
"أَنقَضَ"|"ن ق ض"|"أَنقَضَ"|"ن ق ض"|"IV"|"1"|"to weigh"|"afwegen"|"tartmak"|"NL"|"TR"
"نَقَمُ"|"ن ق م"|"نَقَمُ"|"ن ق م"|"I"|"4"|"to resent, to take revenge"|"kwalijk nemen, wraak nemen"|"içerlemek, intikam almak"|"NL"|"TR"
"ٱنتَقَمْ"|"ن ق م"|"ٱنتَقَمْ"|"ن ق م"|"VIII"|"6"|"to take retribution"|"overgelding nemen"|"intikam almak"|"NL"|"TR"
"نَّكَثَ"|"ن ك ث"|"نَّكَثَ"|"ن ك ث"|"I"|"6"|"to break (oath)"|"breken (eed)"|"kırmak (yemin)"|"NL"|"TR"
"نَكَحَ"|"ن ك ح"|"نَكَحَ"|"ن ك ح"|"I"|"14"|"to marry"|"trouwen"|"evlenmek"|"NL"|"TR"
"تُنكِحُ"|"ن ك ح"|"تُنكِحُ"|"ن ك ح"|"IV"|"3"|"to marry"|"trouwen"|"evlenmek"|"NL"|"TR"
"يَسْتَنكِحَ"|"ن ك ح"|"يَسْتَنكِحَ"|"ن ك ح"|"X"|"1"|"to marry"|"trouwen"|"evlenmek"|"NL"|"TR"
"نَكِرَ"|"ن ك ر"|"نَكِرَ"|"ن ك ر"|"I"|"1"|"to feel unfamiliar"|"onbekend voelen"|"yabancı hissetmek"|"NL"|"TR"
"نَكِّرُ"|"ن ك ر"|"نَكِّرُ"|"ن ك ر"|"II"|"1"|"to disguise"|"verhullen"|"gizlemek"|"NL"|"TR"
"يُنكِرُ"|"ن ك ر"|"يُنكِرُ"|"ن ك ر"|"IV"|"3"|"to deny"|"ontkennen"|"inkar etmek"|"NL"|"TR"
"نُكِسُ"|"ن ك س"|"نُكِسُ"|"ن ك س"|"I"|"1"|"to turn"|"draaien"|"çevirmek"|"NL"|"TR"
"نُنَكِّسْ"|"ن ك س"|"نُنَكِّسْ"|"ن ك س"|"II"|"1"|"to reverse"|"omkeren"|"ters çevirmek "|"NL"|"TR"
"نَكَصَ"|"ن ك ص"|"نَكَصَ"|"ن ك ص"|"I"|"2"|"to turn"|"draaien"|"çevirmek"|"NL"|"TR"
"ٱسْتَنكَفُ"|"ن ك ف"|"ٱسْتَنكَفُ"|"ن ك ف"|"X"|"3"|"to disdain"|"minachten"|"küçümsemek"|"NL"|"TR"
"تَنْهَرْ"|"ن ه ر"|"تَنْهَرْ"|"ن ه ر"|"I"|"2"|"to repel"|"afweren"|"püskürtmek"|"NL"|"TR"
"نَهَىٰ"|"ن ه ي"|"نَهَىٰ"|"ن ه ي"|"I"|"32"|"to forbid"|"verbieden"|"yasaklamak"|"NL"|"TR"
"يَتَنَاهَ"|"ن ه ي"|"يَتَنَاهَ"|"ن ه ي"|"VI"|"1"|"to forbid"|"verbieden"|"yasaklamak"|"NL"|"TR"
"ٱنتَهَىٰ"|"ن ه ي"|"ٱنتَهَىٰ"|"ن ه ي"|"VIII"|"16"|"to refrain, to cease, to desist"|"zich onthouden, staken, te staken"|"kaçınmak, durdurmak, vazgeçmek"|"NL"|"TR"
"تَنُوٓأُ"|"ن و ا"|"تَنُوٓأُ"|"ن و ا"|"I"|"1"|"to burden"|"belasten"|"yüklemek"|"NL"|"TR"
"أَنَابَ"|"ن و ب"|"أَنَابَ"|"ن و ب"|"IV"|"11"|"to turn"|"draaien"|"çevirmek"|"NL"|"TR"
"يَنَالُ"|"ن ي ل"|"يَنَالُ"|"ن ي ل"|"I"|"11"|"to reach"|"bereiken"|"ulaşmak"|"NL"|"TR"
"هَاتُ"|"ه ا ت"|"هَاتُ"|"ه ا ت"|"I"|"4"|"to bring"|"brengen"|"getirmek"|"NL"|"TR"
"يَهْبِطُ"|"ه ب ط"|"يَهْبِطُ"|"ه ب ط"|"I"|"8"|"to go down"|"naar beneden gaan"|"aşağı gitmek"|"NL"|"TR"
"تَهَجَّدْ"|"ه ج د"|"تَهَجَّدْ"|"ه ج د"|"V"|"1"|"to arise from sleep for prayer"|" uit de slaap komen voor het gebed"|"dua için uykudan kalkmak"|"NL"|"TR"
"ٱهْجُرْ"|"ه ج ر"|"ٱهْجُرْ"|"ه ج ر"|"I"|"5"|"to avoid"|"vermijden"|"kaçınmak"|"NL"|"TR"
"هَاجَرَ"|"ه ج ر"|"هَاجَرَ"|"ه ج ر"|"III"|"16"|"to emigrate"|"emigreren"|"göç etmek"|"NL"|"TR"
"يَهْجَعُ"|"ه ج ع"|"يَهْجَعُ"|"ه ج ع"|"I"|"1"|"to sleep"|"slapen"|"uyumak"|"NL"|"TR"
"هُدِّمَتْ"|"ه د م"|"هُدِّمَتْ"|"ه د م"|"II"|"1"|"to demolish"|"slopen"|"yıkmak"|"NL"|"TR"
"هَدَى"|"ه د ي"|"هَدَى"|"ه د ي"|"I"|"144"|"to guide"|"begeleiden"|"rehberlik etmek"|"NL"|"TR"
"ٱهْتَدَىٰ"|"ه د ي"|"ٱهْتَدَىٰ"|"ه د ي"|"VIII"|"40"|"to be guided"|"leiden"|"yönlendirilmek"|"NL"|"TR"
"يُهْرَعُ"|"ه ر ع"|"يُهْرَعُ"|"ه ر ع"|"I"|"2"|"to rush, to hasten"|"haasten, verhaasten"|"acele etmek, hızlandırmak"|"NL"|"TR"
"ٱسْتُهْزِئَ"|"ه ز ا"|"ٱسْتُهْزِئَ"|"ه ز ا"|"X"|"21"|"to mock, to ridicule"|"bespotten, belachelijk maken"|"alay etmek, alay etmek"|"NL"|"TR"
"هُزِّ"|"ه ز ز"|"هُزِّ"|"ه ز ز"|"I"|"1"|"to shake"|"te schudden"|"sallamak"|"NL"|"TR"
"ٱهْتَزَّتْ"|"ه ز ز"|"ٱهْتَزَّتْ"|"ه ز ز"|"VIII"|"4"|"to stir, to move"|"roeren, bewegen"|"karıştırmak, hareket etmek"|"NL"|"TR"
"هَزَمُ"|"ه ز م"|"هَزَمُ"|"ه ز م"|"I"|"2"|"to defeat"|"verslaan"|"yenmek"|"NL"|"TR"
"أَهُشُّ"|"ه ش ش"|"أَهُشُّ"|"ه ش ش"|"I"|"1"|"to bring down leaves"|"bladeren naar beneden brengen"|"yaprakları aşağı getirmek"|"NL"|"TR"
"هَلَكَ"|"ه ل ك"|"هَلَكَ"|"ه ل ك"|"I"|"5"|"to die, to be destroyed"|"sterven, vernietigd worden"|"ölmek, imha edilmek"|"NL"|"TR"
"أَهْلَكَ"|"ه ل ك"|"أَهْلَكَ"|"ه ل ك"|"IV"|"51"|"to destroy"|"vernietigen"|"yok etmek"|"NL"|"TR"
"أُهِلَّ"|"ه ل ل"|"أُهِلَّ"|"ه ل ل"|"IV"|"4"|"to to be dedicated"|"worden opgedragen"|"adanmak"|"NL"|"TR"
"هَمَّ"|"ه م م"|"هَمَّ"|"ه م م"|"I"|"8"|"to determine, to plan, to plot, to desire"|"vaststellen, plannen, plotten, verlangen"|"belirlemek, plan yapmak, çizmek, arzulamak"|"NL"|"TR"
"أَهَمَّتْ"|"ه م م"|"أَهَمَّتْ"|"ه م م"|"IV"|"1"|"to worry"|"zorgen maken"|"endişe etmek"|"NL"|"TR"
"هَادُ"|"ه و د"|"هَادُ"|"ه و د"|"I"|"11"|"to be Jewish"|"Joods zijn"|"Yahudi olmak"|"NL"|"TR"
"ٱنْهَارَ"|"ه و ر"|"ٱنْهَارَ"|"ه و ر"|"VII"|"1"|"to collapse"|"instorten"|"çökmek"|"NL"|"TR"
"أَهَٰنَ"|"ه و ن"|"أَهَٰنَ"|"ه و ن"|"IV"|"2"|"to humiliate"|"vernederen"|"aşağılamak"|"NL"|"TR"
"هَوَىٰ"|"ه و ي"|"هَوَىٰ"|"ه و ي"|"I"|"8"|"to desire"|"verlangen"|"arzulamak"|"NL"|"TR"
"ٱسْتَهْوَتْ"|"ه و ي"|"ٱسْتَهْوَتْ"|"ه و ي"|"X"|"1"|"to entice"|"verleiden"|"ikna etmek"|"NL"|"TR"
"يُهَيِّئْ"|"ه ي ا"|"يُهَيِّئْ"|"ه ي ا"|"II"|"2"|"to facilitate"|"vergemakkelijken"|"kolaylaştırmak"|"NL"|"TR"
"هَيْتَ"|"ه ي ت"|"هَيْتَ"|"ه ي ت"|"I"|"1"|"to Come on"|"naar Kom op"|"Hadi etmek"|"NL"|"TR"
"يَهِيجُ"|"ه ي ج"|"يَهِيجُ"|"ه ي ج"|"I"|"2"|"to wither, to dry"|"verwelken, drogen"|"solmak, kurumak"|"NL"|"TR"
"يَهِيمُ"|"ه ي م"|"يَهِيمُ"|"ه ي م"|"I"|"1"|"to roam"|"zwerven"|"dolaşmak"|"NL"|"TR"
"يُوبِقْ"|"و ب ق"|"يُوبِقْ"|"و ب ق"|"IV"|"1"|"to destroy"|"vernietigen"|"yok etmek"|"NL"|"TR"
"يَتِرَ"|"و ت ر"|"يَتِرَ"|"و ت ر"|"I"|"1"|"to deprive"|"ontnemen"|"mahrum etmek"|"NL"|"TR"
"وَاثَقَ"|"و ث ق"|"وَاثَقَ"|"و ث ق"|"III"|"1"|"to bound"|"beperken/begrenzen"|"kısıtlamak/sınırlamak"|"NL"|"TR"
"يُوثِقُ"|"و ث ق"|"يُوثِقُ"|"و ث ق"|"IV"|"1"|"to bind"|"binden"|"bağlamak"|"NL"|"TR"
"وَجَبَتْ"|"و ج ب"|"وَجَبَتْ"|"و ج ب"|"I"|"1"|"to be down"|"ziek zijn"|"keyifsiz olmak"|"NL"|"TR"
"وَجَدَ"|"و ج د"|"وَجَدَ"|"و ج د"|"I"|"106"|"to find"|"vinden"|"bulmak"|"NL"|"TR"
"أَوْجَسَ"|"و ج س"|"أَوْجَسَ"|"و ج س"|"IV"|"3"|"to feel, to sense"|"voelen, aanvoelen"|"hissetmek, farkında olmak"|"NL"|"TR"
"أَوْجَفْ"|"و ج ف"|"أَوْجَفْ"|"و ج ف"|"IV"|"1"|"to make expedition"|"een expeditie maken"|"sefer yapmak"|"NL"|"TR"
"وَجِلَتْ"|"و ج ل"|"وَجِلَتْ"|"و ج ل"|"I"|"3"|"to feel fear, to be afraid"|"angst voelen, bang zijn"|"korku hissetmek, korkmak"|"NL"|"TR"
"وَجَّهْ"|"و ج ه"|"وَجَّهْ"|"و ج ه"|"II"|"2"|"to direct, to turn"|"leiden, draaien"|"yönetmek, çevirmek"|"NL"|"TR"
"تَوَجَّهَ"|"و ج ه"|"تَوَجَّهَ"|"و ج ه"|"V"|"1"|"to turn"|"draaien"|"çevirmek"|"NL"|"TR"
"أَوْحَىٰٓ"|"و ح ي"|"أَوْحَىٰٓ"|"و ح ي"|"IV"|"72"|"to reveal, to inspire"|"openbaren, inspireren"|"ortaya çıkarmak, ilham vermek"|"NL"|"TR"
"وَدَّ"|"و د د"|"وَدَّ"|"و د د"|"I"|"17"|"to love, to wish"|"lief hebben, wensen"|"sevmek, dilemek"|"NL"|"TR"
"دَعْ"|"و د ع"|"دَعْ"|"و د ع"|"I"|"1"|"to disregard"|"negeren"|"göz ardı etmek"|"NL"|"TR"
"وَدَّعَ"|"و د ع"|"وَدَّعَ"|"و د ع"|"II"|"1"|"to forsake"|"verzaken/verlaten"|"bırakmak/terketmek"|"NL"|"TR"
"يَذَرَ"|"و ذ ر"|"يَذَرَ"|"و ذ ر"|"I"|"45"|"to leave, to forsake"|"vertrekken, verzaken/verlaten"|"ayrılmak, terketmek"|"NL"|"TR"
"وَرِثَ"|"و ر ث"|"وَرِثَ"|"و ر ث"|"I"|"13"|"to inherit"|"erven"|"miras almak"|"NL"|"TR"
"أَوْرَثَ"|"و ر ث"|"أَوْرَثَ"|"و ر ث"|"IV"|"12"|"to make inherit"|"erven maken"|"miras aldırmak"|"NL"|"TR"
"وَرَدَ"|"و ر د"|"وَرَدَ"|"و ر د"|"I"|"2"|"to come"|"komen"|"gelmek"|"NL"|"TR"
"أَوْرَدَ"|"و ر د"|"أَوْرَدَ"|"و ر د"|"IV"|"1"|"to lead"|"leiden"|"öncülük etmek"|"NL"|"TR"
"وُۥرِىَ"|"و ر ي"|"وُۥرِىَ"|"و ر ي"|"III"|"4"|"to hide, to conceal, to cover"|"verbergen, verbergen, dekken"|"gizlemek, gizlemek, örtmek"|"NL"|"TR"
"تُورُ"|"و ر ي"|"تُورُ"|"و ر ي"|"IV"|"1"|"to ignite"|"ontbranden"|"tutuşturmak"|"NL"|"TR"
"تَوَارَتْ"|"و ر ي"|"تَوَارَتْ"|"و ر ي"|"VI"|"2"|"to hide"|"verstoppen"|"gizlemek"|"NL"|"TR"
"يَزِرُ"|"و ز ر"|"يَزِرُ"|"و ز ر"|"I"|"7"|"to bear"|"dragen"|"taşımak"|"NL"|"TR"
"يُوزَعُ"|"و ز ع"|"يُوزَعُ"|"و ز ع"|"I"|"3"|"to set in rows"|"in rijen instellen"|"sıralamak"|"NL"|"TR"
"أَوْزِعْ"|"و ز ع"|"أَوْزِعْ"|"و ز ع"|"IV"|"2"|"to grant power"|"de macht kennen"|"güç vermek"|"NL"|"TR"
"وَّزَنُ"|"و ز ن"|"وَّزَنُ"|"و ز ن"|"I"|"3"|"to weigh"|"afwegen"|"tartmak"|"NL"|"TR"
"وَسَطْ"|"و س ط"|"وَسَطْ"|"و س ط"|"I"|"1"|"to penetrate the center"|"naar het centrum binnen dringen"|"merkeze nüfuz etmek"|"NL"|"TR"
"وَسِعَ"|"و س ع"|"وَسِعَ"|"و س ع"|"I"|"6"|"to encompass, to extend"|"omvatten, verlengen"|"kapsamak, kapsamak"|"NL"|"TR"
"وَسَقَ"|"و س ق"|"وَسَقَ"|"و س ق"|"I"|"1"|"to envelops"|"omhullen"|"sarmak"|"NL"|"TR"
"ٱتَّسَقَ"|"و س ق"|"ٱتَّسَقَ"|"و س ق"|"VIII"|"1"|"to be full"|"vol zijn"|"tam olmak"|"NL"|"TR"
"نَسِمُ"|"و س م"|"نَسِمُ"|"و س م"|"I"|"1"|"to brand"|"brandmerken"|"damgalamak"|"NL"|"TR"
"وَسْوَسَ"|"و س و س"|"وَسْوَسَ"|"و س و س"|"I"|"4"|"to whisper"|"fluisteren"|"fısıldamak"|"NL"|"TR"
"يَصِفُ"|"و ص ف"|"يَصِفُ"|"و ص ف"|"I"|"13"|"to attribute, to ascribe"|"toeschrijven, toeschrijven"|"atfetmek, atfetmek"|"NL"|"TR"
